Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
08/09/2007,12:00,"Off Moorea, French Polynesia",Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20,20,0
09/16/2007,15:35,"Phuket, Thailand",One-Two-Go Airlines,269,Bangkok - Phuket,McDonnell Douglas MD-82,HS-OMG,49183/1129,130,90,0
11/30/2007,01:36,"Near Isparta, Turkey",Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,57,0
02/21/2008,17:00,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,028,46,46,0
05/23/2008,01:25,"Billings, Montana",Alpine Aviation ,5008,Billings - Great Falls,Beechcraft 1900C,N195GA,U-65,1,1,0
05/30/2008,09:40,"Tegucigalpa, Honduras",TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,1374,136,3,2
06/10/2008,20:45,"Khartoum, Sudan",Sudan Airways,548,"Aman, Jordan - Damascus, Syria - Khartoum, Sudan",Airbus A-310-324,ST-ATN,548,214,32,0
07/06/2008,02:15,"Saltillo, Mexico",USA Jet Airlines,199,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,N199US,47153/185,2,1,0
07/31/2008,09:53,"Owatonna, Minnesota",East Coast Jets,81,"AtlantiCity, NJ- Owatonna,MN",British Aerospace BAe-125-800A,N818MV,258186,8,8,0
08/20/2008,14:45,"Madrid, Spain",Spanair,5022,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,EC-HFP ,53148/2072,172,154,0
08/24/2008,20:30,"Bishkek, Kyrgyzstan",Itek Air,6895,"Bishkek - Tehran, Iran",Boeing B-737-219,EX-009,22088,90,68,0
09/14/2008,03:15,"Perm, Russia",Aeroflot,821,Moscow - Perm,Boeing B-737-505,VP-BKO,25792/2353,88,88,0
01/15/2009,15:06,"New York, New York",US Airways,1549,"New York, NY- Charlotte, NC",Airbus A320-214,N106US,1044,155,0,0
02/12/2009,22:17,"Clarence Center, New York",Continental Connection/Colgan Air,3407,"Newark, N.J. - Buffalo, NY",Bombardier DHC-8-402 Q400,N200WQ,4200,49,49,1
02/25/2009,10:31,"Amsterdam, Netherlands",Turkish Airlines,1951,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,TC-JGE,29789/1065,134,9,0
03/23/2009,06:48,"Tokyo, Japan",FedEx,80,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,N526FE,48600/560,2,2,0
04/17/2009,10:30,"Mount Gergaji, Indonesia",Mimika Air,514,Ilaga - Mulia,Pilatus PC-6,PK-LTJ,959,11,11,0
06/01/2009,00:15,"AtlantiOcean, 570 miles northeast of Natal, Brazil",Air France,447,Rio de Janeiro - Paris,Airbus A330-203,F-GZCP,660,228,228,0
